Request_ID,Arrival_Time,Cylinder_No,Burst_Time,Prev_Head,Curr_Head,Request_Type,Queue_Len,Seek_Time
3094,3202.36,54,6,196,54,Write,9,14.2
3095,3204.09,33,7,54,33,Read,5,2.1
3096,3205.49,11,7,33,11,Write,7,2.2
3097,3207.39,74,4,11,74,Write,2,6.3
3098,3208.33,15,4,74,15,Write,7,5.9
3099,3209.88,74,2,15,74,Read,5,5.9
3100,3210.7,66,1,74,66,Write,7,0.8
3101,3211.75,90,10,66,90,Read,5,2.4
3102,3212.49,109,5,90,109,Write,10,1.9
3103,3214.4,78,9,109,78,Read,4,3.1
3104,3216.12,48,6,78,48,Read,2,3
3105,3217.46,135,4,48,135,Write,1,8.7
3106,3218.13,89,6,135,89,Write,9,4.6
3107,3219.15,110,5,89,110,Write,1,2.1
3108,3220.43,68,7,110,68,Read,5,4.2
3109,3220.71,90,5,68,90,Write,4,2.2
3110,3221.62,77,4,90,77,Read,6,1.3
3111,3222.77,18,7,77,18,Write,10,5.9
3112,3223.4,97,10,18,97,Write,10,7.9
3113,3223.77,133,4,97,133,Write,4,3.6
3114,3224.91,164,5,133,164,Write,2,3.1
3115,3226.43,130,2,164,130,Write,8,3.4
3116,3227.17,58,5,130,58,Read,8,7.2
3117,3227.65,189,7,58,189,Read,10,13.1
3118,3228.25,74,10,189,74,Read,6,11.5
3119,3230.09,166,4,74,166,Write,4,9.2
3120,3231.8,149,7,166,149,Read,5,1.7
3121,3233.76,68,3,149,68,Write,9,8.1
3122,3234.85,23,5,68,23,Write,2,4.5
3123,3236.62,73,7,23,73,Read,2,5
3124,3238.45,141,1,73,141,Read,10,6.8
3125,3239.22,164,5,141,164,Write,3,2.3
3126,3240.2,183,9,164,183,Read,8,1.9
3127,3240.87,134,8,183,134,Write,7,4.9
3128,3242.37,83,8,134,83,Read,6,5.1
3129,3243.25,73,7,83,73,Write,5,1
3130,3244.93,109,2,73,109,Write,5,3.6
3131,3245.63,82,8,109,82,Write,8,2.7
3132,3246.47,44,6,82,44,Read,4,3.8
3133,3246.87,146,3,44,146,Read,10,10.2
3134,3247.26,117,7,146,117,Write,8,2.9
3135,3248.33,24,9,117,24,Read,10,9.3
3136,3249.93,162,10,24,162,Read,4,13.8
3137,3250.71,160,7,162,160,Read,3,0.2
3138,3252.59,102,5,160,102,Read,6,5.8
3139,3252.79,133,8,102,133,Write,7,3.1
3140,3254.66,28,6,133,28,Write,7,10.5
3141,3255.42,130,7,28,130,Read,7,10.2
3142,3256.66,151,5,130,151,Read,2,2.1
3143,3256.85,146,9,151,146,Write,6,0.5
3144,3258.32,108,10,146,108,Read,8,3.8
3145,3259.63,45,7,108,45,Read,10,6.3
3146,3260.19,15,2,45,15,Write,5,3
3147,3262.06,101,3,15,101,Read,2,8.6
3148,3263.12,85,3,101,85,Read,1,1.6
3149,3264.52,127,5,85,127,Write,8,4.2
3150,3266.52,15,8,127,15,Read,5,11.2
3151,3267.87,107,4,15,107,Read,9,9.2
3152,3269.22,104,8,107,104,Read,4,0.3
3153,3271.02,21,6,104,21,Read,10,8.3
3154,3272.03,67,4,21,67,Read,8,4.6
3155,3273.16,188,5,67,188,Write,5,12.1
3156,3273.34,147,3,188,147,Write,6,4.1
3157,3273.67,195,9,147,195,Read,5,4.8
3158,3274.4,164,6,195,164,Write,3,3.1
3159,3276.13,70,9,164,70,Read,10,9.4
3160,3276.72,144,10,70,144,Read,1,7.4
3161,3277.43,25,6,144,25,Write,10,11.9
3162,3278.34,8,5,25,8,Read,1,1.7
3163,3278.94,81,7,8,81,Read,6,7.3
3164,3279.17,194,7,81,194,Read,10,11.3
3165,3279.99,9,6,194,9,Write,3,18.5
3166,3281.44,67,2,9,67,Read,7,5.8
3167,3283.33,166,5,67,166,Write,7,9.9
3168,3284.64,113,6,166,113,Read,10,5.3
3169,3285.65,130,6,113,130,Write,1,1.7
3170,3287.64,164,3,130,164,Read,7,3.4
3171,3289.08,74,10,164,74,Write,2,9
3172,3290.59,197,6,74,197,Read,5,12.3
3173,3291.6,83,7,197,83,Read,3,11.4
3174,3291.84,131,1,83,131,Read,3,4.8
3175,3293.78,190,4,131,190,Write,8,5.9
3176,3294.01,43,4,190,43,Read,3,14.7
3177,3294.75,97,10,43,97,Read,6,5.4
3178,3296.08,114,6,97,114,Read,10,1.7
3179,3296.98,7,7,114,7,Read,9,10.7
3180,3297.94,9,9,7,9,Write,7,0.2
3181,3298.55,195,5,9,195,Write,5,18.6
3182,3299.74,134,3,195,134,Write,9,6.1
3183,3300.6,64,9,134,64,Read,4,7
3184,3300.97,198,5,64,198,Read,5,13.4
3185,3301.17,62,4,198,62,Read,7,13.6
3186,3303,106,4,62,106,Read,10,4.4
3187,3304.51,18,8,106,18,Write,6,8.8
3188,3304.94,24,7,18,24,Write,2,0.6
3189,3306,190,9,24,190,Read,2,16.6
3190,3306.88,31,3,190,31,Write,10,15.9
3191,3308.14,19,2,31,19,Write,2,1.2
3192,3308.89,14,6,19,14,Read,2,0.5
3193,3310.08,175,7,14,175,Read,3,16.1
3194,3311.05,186,9,175,186,Read,2,1.1
3195,3312.93,182,6,186,182,Read,7,0.4
3196,3313.49,29,1,182,29,Read,4,15.3
3197,3315.21,84,6,29,84,Read,5,5.5
3198,3315.99,36,6,84,36,Read,5,4.8
3199,3316.48,156,8,36,156,Write,5,12
3200,3317.78,0,8,156,0,Read,8,15.6
3201,3319.12,26,2,0,26,Read,4,2.6
3202,3320.94,4,4,26,4,Write,3,2.2
3203,3321.52,146,3,4,146,Read,2,14.2
3204,3322.02,10,7,146,10,Write,2,13.6
3205,3323.57,195,6,10,195,Write,7,18.5
3206,3323.67,5,4,195,5,Write,10,19
3207,3324.09,55,9,5,55,Read,10,5
3208,3325.65,104,1,55,104,Write,9,4.9
3209,3326.24,154,1,104,154,Read,7,5
3210,3327.14,4,5,154,4,Read,6,15
3211,3327.6,37,5,4,37,Read,5,3.3
3212,3328.58,48,5,37,48,Write,5,1.1
3213,3329.73,181,10,48,181,Write,10,13.3
3214,3331.37,97,8,181,97,Write,8,8.4
3215,3332.23,177,7,97,177,Write,8,8
3216,3334.02,186,2,177,186,Write,1,0.9
3217,3335.34,94,3,186,94,Write,8,9.2
3218,3337.2,40,8,94,40,Read,4,5.4
3219,3337.41,20,2,40,20,Write,3,2
3220,3339.04,147,2,20,147,Write,6,12.7
3221,3339.32,165,3,147,165,Write,2,1.8
3222,3339.56,115,3,165,115,Read,5,5
3223,3340.36,44,5,115,44,Write,9,7.1
3224,3341.9,162,3,44,162,Write,2,11.8
3225,3343.19,161,7,162,161,Read,2,0.1
3226,3343.44,37,6,161,37,Write,9,12.4
3227,3344.62,52,5,37,52,Write,9,1.5
3228,3346.18,184,8,52,184,Read,6,13.2
3229,3347.38,159,1,184,159,Write,6,2.5
3230,3348.09,20,8,159,20,Read,8,13.9
3231,3348.75,50,9,20,50,Write,4,3
3232,3350.25,2,5,50,2,Write,4,4.8
3233,3351.53,3,3,2,3,Write,10,0.1
3234,3352.18,192,8,3,192,Read,1,18.9
3235,3352.87,125,7,192,125,Write,3,6.7
3236,3353.34,75,6,125,75,Write,8,5
3237,3355.1,6,6,75,6,Write,6,6.9
3238,3356.11,123,2,6,123,Write,8,11.7
3239,3357.2,111,7,123,111,Write,2,1.2
3240,3357.43,150,2,111,150,Write,6,3.9
3241,3358.54,176,2,150,176,Write,5,2.6
3242,3359.82,102,2,176,102,Write,6,7.4
3243,3361.63,88,5,102,88,Read,7,1.4
3244,3361.96,61,4,88,61,Write,3,2.7
3245,3362.35,124,2,61,124,Write,8,6.3
3246,3362.77,158,8,124,158,Read,3,3.4
3247,3363,103,9,158,103,Write,4,5.5
3248,3363.29,195,2,103,195,Write,7,9.2
3249,3365.03,7,6,195,7,Read,5,18.8
3250,3365.63,23,2,7,23,Write,9,1.6
3251,3365.93,104,6,23,104,Write,10,8.1
3252,3367.52,0,10,104,0,Read,7,10.4
3253,3368.35,85,9,0,85,Write,9,8.5
3254,3369.21,63,3,85,63,Read,6,2.2
3255,3370.3,186,7,63,186,Read,10,12.3
3256,3370.9,26,8,186,26,Write,7,16
3257,3371.64,68,6,26,68,Write,6,4.2
3258,3373.24,27,4,68,27,Write,5,4.1
3259,3374.12,135,3,27,135,Write,4,10.8
3260,3375.5,154,3,135,154,Read,5,1.9
3261,3376,184,7,154,184,Write,5,3
3262,3376.78,176,10,184,176,Write,8,0.8
3263,3377.51,43,8,176,43,Write,2,13.3
3264,3378.17,61,6,43,61,Read,3,1.8
3265,3379.16,198,4,61,198,Write,3,13.7
3266,3379.83,131,10,198,131,Read,1,6.7
3267,3381.2,165,5,131,165,Write,5,3.4
3268,3383,63,2,165,63,Write,2,10.2
3269,3384.14,181,10,63,181,Write,5,11.8
3270,3384.95,62,2,181,62,Write,1,11.9
3271,3386.91,60,7,62,60,Write,9,0.2
3272,3387.39,61,3,60,61,Write,2,0.1
3273,3388.59,50,2,61,50,Read,3,1.1
3274,3388.93,197,4,50,197,Write,8,14.7
3275,3390.46,177,2,197,177,Read,3,2
3276,3390.56,186,3,177,186,Read,5,0.9
3277,3391.02,87,3,186,87,Write,8,9.9
3278,3392.64,10,3,87,10,Read,6,7.7
3279,3393.64,193,8,10,193,Write,4,18.3
3280,3394.62,183,8,193,183,Read,8,1
3281,3395.17,30,10,183,30,Read,1,15.3
3282,3395.76,142,3,30,142,Write,3,11.2
3283,3396.99,25,7,142,25,Write,1,11.7
3284,3398.56,79,7,25,79,Write,7,5.4
3285,3399.46,62,10,79,62,Write,3,1.7
3286,3400.55,6,3,62,6,Read,1,5.6
3287,3401.35,61,8,6,61,Read,8,5.5
3288,3402.64,191,7,61,191,Read,5,13
3289,3403.75,83,1,191,83,Write,2,10.8
3290,3405.62,73,6,83,73,Read,8,1
3291,3406.04,102,10,73,102,Write,5,2.9
3292,3406.97,25,5,102,25,Read,4,7.7
3293,3408.91,45,8,25,45,Read,3,2
3294,3409.92,163,2,45,163,Read,2,11.8
3295,3410.94,74,2,163,74,Write,5,8.9
3296,3412.48,3,8,74,3,Write,5,7.1
3297,3414.46,161,9,3,161,Write,7,15.8
3298,3415.59,24,6,161,24,Write,10,13.7
3299,3416.84,118,2,24,118,Read,2,9.4
3300,3418.37,157,9,118,157,Read,8,3.9
3301,3419.99,6,2,157,6,Write,5,15.1
3302,3420.3,65,6,6,65,Write,8,5.9
3303,3421.58,20,10,65,20,Write,1,4.5
3304,3422.66,92,6,20,92,Write,3,7.2
3305,3424.61,62,7,92,62,Read,1,3
3306,3426.38,19,7,62,19,Read,4,4.3
3307,3428.08,156,1,19,156,Read,5,13.7
3308,3429.77,61,8,156,61,Read,4,9.5
3309,3430.8,173,2,61,173,Read,7,11.2
3310,3432.34,93,4,173,93,Read,10,8
3311,3432.98,185,2,93,185,Read,5,9.2
3312,3434.12,153,3,185,153,Read,7,3.2
3313,3436.09,183,7,153,183,Read,1,3
3314,3437.61,2,7,183,2,Write,7,18.1
3315,3438.04,157,4,2,157,Read,7,15.5
3316,3439.93,58,10,157,58,Read,2,9.9
3317,3441.51,15,8,58,15,Write,6,4.3
3318,3442.35,185,8,15,185,Write,10,17
3319,3443.46,54,2,185,54,Write,2,13.1
3320,3445.21,29,1,54,29,Read,4,2.5
3321,3446.63,144,9,29,144,Write,2,11.5
3322,3447.29,112,3,144,112,Write,3,3.2
3323,3449.29,82,6,112,82,Write,9,3
3324,3449.53,64,3,82,64,Read,2,1.8
3325,3450.39,16,8,64,16,Read,6,4.8
3326,3451.2,83,6,16,83,Write,7,6.7
3327,3451.99,76,3,83,76,Write,10,0.7
3328,3453.58,90,10,76,90,Read,1,1.4
3329,3454.19,177,8,90,177,Write,6,8.7
3330,3455.8,40,1,177,40,Read,10,13.7
3331,3456.51,65,1,40,65,Read,6,2.5
3332,3457.02,167,6,65,167,Read,2,10.2
3333,3458.59,159,6,167,159,Write,4,0.8
3334,3459.9,85,1,159,85,Write,7,7.4
3335,3461.22,120,6,85,120,Read,4,3.5
3336,3461.92,94,3,120,94,Read,8,2.6
3337,3462.56,89,8,94,89,Read,2,0.5
3338,3463.81,96,2,89,96,Write,5,0.7
3339,3465.59,39,1,96,39,Write,5,5.7
3340,3467.12,187,7,39,187,Write,10,14.8
3341,3467.39,187,3,187,187,Write,2,0
3342,3468.71,154,6,187,154,Write,6,3.3
3343,3469.82,123,3,154,123,Write,1,3.1
3344,3471.74,1,8,123,1,Read,7,12.2
3345,3473.33,128,3,1,128,Write,7,12.7
3346,3475.21,7,5,128,7,Read,1,12.1
3347,3476.95,25,7,7,25,Read,8,1.8
3348,3478.03,112,7,25,112,Read,2,8.7
3349,3478.85,134,3,112,134,Write,5,2.2
3350,3480.2,43,5,134,43,Write,10,9.1
3351,3481.56,32,7,43,32,Read,3,1.1
3352,3483.2,69,4,32,69,Read,7,3.7
3353,3483.77,159,2,69,159,Write,9,9
3354,3484.68,112,3,159,112,Write,10,4.7
3355,3486.22,166,6,112,166,Read,6,5.4
3356,3487.28,105,2,166,105,Read,4,6.1
3357,3489.01,57,4,105,57,Write,1,4.8
3358,3489.19,88,9,57,88,Write,8,3.1
3359,3489.4,21,10,88,21,Write,9,6.7
3360,3490.02,11,4,21,11,Write,6,1
3361,3491.46,115,5,11,115,Read,9,10.4
3362,3493.15,64,10,115,64,Write,3,5.1
3363,3493.41,178,7,64,178,Read,3,11.4
3364,3494.75,111,3,178,111,Write,2,6.7
3365,3496,101,3,111,101,Read,6,1
3366,3497.6,109,3,101,109,Write,10,0.8
3367,3498.84,115,3,109,115,Read,2,0.6
3368,3499.04,166,10,115,166,Read,5,5.1
3369,3499.82,118,6,166,118,Write,8,4.8
3370,3501.22,136,7,118,136,Write,1,1.8
3371,3501.99,118,6,136,118,Write,7,1.8
3372,3503.5,50,2,118,50,Write,1,6.8
3373,3505.38,141,7,50,141,Write,5,9.1
3374,3507.3,156,10,141,156,Write,7,1.5
3375,3508.88,56,8,156,56,Read,3,10
3376,3510.48,166,7,56,166,Read,7,11
3377,3510.6,114,10,166,114,Write,7,5.2
3378,3510.79,74,2,114,74,Read,5,4
3379,3512.25,109,1,74,109,Read,7,3.5
3380,3513.47,48,2,109,48,Write,8,6.1
3381,3514.32,113,1,48,113,Write,5,6.5
3382,3515.69,112,10,113,112,Read,6,0.1
3383,3516.42,190,3,112,190,Read,4,7.8
3384,3516.98,68,8,190,68,Write,8,12.2
3385,3517.33,179,1,68,179,Read,1,11.1
3386,3518.59,116,1,179,116,Write,1,6.3
3387,3520.53,99,2,116,99,Read,6,1.7
3388,3522.18,155,5,99,155,Write,1,5.6
3389,3522.5,81,7,155,81,Read,4,7.4
3390,3524.18,22,3,81,22,Write,2,5.9
3391,3524.93,182,1,22,182,Read,7,16
3392,3526.67,163,5,182,163,Read,10,1.9
3393,3527.34,128,1,163,128,Write,6,3.5
3394,3529.21,89,10,128,89,Read,3,3.9
3395,3529.46,46,4,89,46,Read,9,4.3
3396,3529.73,157,9,46,157,Write,8,11.1
3397,3530.09,46,10,157,46,Read,7,11.1
3398,3530.19,143,5,46,143,Read,8,9.7
3399,3531.13,98,1,143,98,Write,8,4.5
3400,3532.18,123,10,98,123,Write,4,2.5
3401,3532.77,107,3,123,107,Read,4,1.6
3402,3533.04,9,7,107,9,Write,1,9.8
3403,3534.57,66,5,9,66,Write,8,5.7
3404,3534.77,119,1,66,119,Write,1,5.3
3405,3534.99,85,10,119,85,Read,6,3.4
3406,3536.17,91,8,85,91,Write,6,0.6
3407,3537.99,83,8,91,83,Write,1,0.8
3408,3538.95,145,9,83,145,Write,4,6.2
3409,3539.38,153,5,145,153,Read,10,0.8
3410,3539.83,54,6,153,54,Write,3,9.9
3411,3540.18,58,4,54,58,Write,9,0.4
3412,3540.52,88,3,58,88,Write,1,3
3413,3541.23,116,8,88,116,Read,4,2.8
3414,3543.2,114,9,116,114,Read,5,0.2
3415,3544.1,129,4,114,129,Write,10,1.5
3416,3545.17,190,5,129,190,Read,10,6.1
3417,3545.47,56,2,190,56,Read,6,13.4
3418,3546.72,120,1,56,120,Write,9,6.4
3419,3548.64,15,8,120,15,Write,8,10.5
3420,3549.48,110,10,15,110,Write,8,9.5
3421,3550.35,113,7,110,113,Write,7,0.3
3422,3551.82,90,3,113,90,Write,8,2.3
3423,3553.74,169,7,90,169,Write,9,7.9
3424,3555.31,32,6,169,32,Read,3,13.7
3425,3555.91,92,4,32,92,Read,8,6
3426,3557.63,134,7,92,134,Read,7,4.2
3427,3559.43,28,10,134,28,Write,9,10.6
3428,3561.11,50,3,28,50,Read,1,2.2
3429,3562.14,90,8,50,90,Read,6,4
3430,3563.14,114,1,90,114,Write,9,2.4
3431,3564.9,110,2,114,110,Write,1,0.4
3432,3565.33,92,3,110,92,Write,1,1.8
3433,3565.45,85,8,92,85,Read,2,0.7
3434,3566.85,34,2,85,34,Write,4,5.1
3435,3568.27,89,4,34,89,Write,2,5.5
3436,3568.62,47,8,89,47,Read,6,4.2
3437,3568.8,160,10,47,160,Write,2,11.3
3438,3569.15,153,7,160,153,Write,1,0.7
3439,3569.63,6,2,153,6,Write,8,14.7
3440,3571.42,22,10,6,22,Write,10,1.6
3441,3572.15,181,10,22,181,Write,2,15.9
3442,3572.71,135,6,181,135,Read,1,4.6
3443,3573.27,119,10,135,119,Write,9,1.6
3444,3573.41,35,5,119,35,Write,7,8.4
3445,3574.62,69,9,35,69,Read,3,3.4
3446,3575.57,94,2,69,94,Write,4,2.5
3447,3576.6,23,4,94,23,Read,5,7.1
3448,3577.31,124,2,23,124,Write,4,10.1
3449,3578.95,163,9,124,163,Read,8,3.9
3450,3579.1,31,2,163,31,Write,1,13.2
3451,3580.18,74,6,31,74,Write,1,4.3
3452,3581.73,113,10,74,113,Write,7,3.9
3453,3582.14,176,8,113,176,Read,2,6.3
3454,3582.31,168,9,176,168,Read,8,0.8
3455,3583.99,141,8,168,141,Write,6,2.7
3456,3584.98,175,4,141,175,Read,4,3.4
3457,3586.17,98,5,175,98,Read,10,7.7
3458,3586.66,52,9,98,52,Read,10,4.6
3459,3587.57,140,10,52,140,Read,10,8.8
3460,3587.96,177,10,140,177,Read,2,3.7
3461,3589.4,77,10,177,77,Read,5,10
3462,3591.33,39,5,77,39,Read,7,3.8
3463,3592.45,187,3,39,187,Read,10,14.8
3464,3593.42,133,7,187,133,Read,5,5.4
3465,3594.75,123,9,133,123,Write,10,1
3466,3595.27,3,2,123,3,Write,4,12
3467,3596.34,48,7,3,48,Write,10,4.5
3468,3597.35,80,9,48,80,Read,10,3.2
3469,3598.23,7,5,80,7,Read,5,7.3
3470,3599.74,140,3,7,140,Read,8,13.3
3471,3601.15,13,3,140,13,Write,9,12.7
3472,3601.41,193,10,13,193,Read,10,18
3473,3601.59,5,9,193,5,Write,1,18.8
3474,3603.34,192,7,5,192,Write,9,18.7
3475,3603.51,154,9,192,154,Write,6,3.8
3476,3605.1,138,1,154,138,Read,6,1.6
3477,3605.51,149,9,138,149,Read,8,1.1
3478,3607.05,173,4,149,173,Read,9,2.4
3479,3607.5,59,10,173,59,Read,1,11.4
3480,3607.88,52,4,59,52,Write,9,0.7
3481,3608.26,158,7,52,158,Write,5,10.6
3482,3609.7,105,8,158,105,Write,7,5.3
3483,3611.69,81,10,105,81,Read,8,2.4
3484,3613.41,166,2,81,166,Read,10,8.5
3485,3614.08,120,10,166,120,Read,6,4.6
3486,3615.38,59,7,120,59,Write,8,6.1
3487,3616.29,197,7,59,197,Write,8,13.8
3488,3617.98,98,4,197,98,Read,9,9.9
3489,3618.17,56,3,98,56,Read,8,4.2
3490,3618.27,125,7,56,125,Write,10,6.9
3491,3619.85,57,2,125,57,Write,7,6.8
3492,3620.54,26,4,57,26,Write,9,3.1
3493,3622.51,38,9,26,38,Write,4,1.2
3494,3624.42,132,3,38,132,Write,1,9.4
3495,3625.53,66,7,132,66,Read,5,6.6
3496,3626.76,183,4,66,183,Read,3,11.7
3497,3626.92,181,10,183,181,Write,3,0.2
3498,3627.17,143,2,181,143,Write,9,3.8
3499,3627.41,140,1,143,140,Write,9,0.3
3500,3629,175,3,140,175,Write,3,3.5
3501,3629.28,188,8,175,188,Write,1,1.3
3502,3629.53,169,10,188,169,Write,2,1.9
3503,3630.51,199,4,169,199,Write,2,3
3504,3630.83,40,2,199,40,Read,4,15.9
3505,3631.36,117,4,40,117,Write,10,7.7
3506,3631.95,107,4,117,107,Read,10,1
3507,3632.69,158,6,107,158,Write,10,5.1
3508,3633.64,50,1,158,50,Write,7,10.8
3509,3634.8,46,1,50,46,Read,4,0.4
3510,3636.76,131,6,46,131,Read,1,8.5
3511,3638.73,23,5,131,23,Read,10,10.8
3512,3639.57,35,5,23,35,Read,2,1.2
3513,3641.22,141,2,35,141,Write,7,10.6
3514,3642.6,58,1,141,58,Read,8,8.3
3515,3642.9,167,4,58,167,Read,7,10.9
3516,3643.57,130,10,167,130,Write,2,3.7
3517,3644.6,6,4,130,6,Read,10,12.4
3518,3646.16,1,7,6,1,Write,8,0.5
3519,3647.81,53,3,1,53,Write,5,5.2
3520,3649.66,139,10,53,139,Read,1,8.6
3521,3650.79,20,10,139,20,Write,1,11.9
3522,3651.5,132,7,20,132,Write,6,11.2
3523,3652.38,2,9,132,2,Write,8,13
3524,3653.41,167,1,2,167,Write,10,16.5
3525,3654.26,119,5,167,119,Read,7,4.8
3526,3655.17,198,8,119,198,Write,7,7.9
3527,3656.3,118,10,198,118,Read,6,8
3528,3657.28,126,3,118,126,Write,7,0.8
3529,3657.74,136,4,126,136,Read,6,1
3530,3658.74,107,6,136,107,Write,1,2.9
3531,3660.44,132,10,107,132,Write,2,2.5
3532,3660.58,197,2,132,197,Write,3,6.5
3533,3662.45,163,7,197,163,Read,3,3.4
3534,3663.74,25,6,163,25,Write,2,13.8
3535,3664.56,152,10,25,152,Read,10,12.7
3536,3666.18,85,7,152,85,Read,1,6.7
3537,3667.81,69,1,85,69,Write,6,1.6
3538,3669.18,0,6,69,0,Write,6,6.9
3539,3670.21,9,4,0,9,Write,4,0.9
3540,3672.05,15,1,9,15,Write,9,0.6
3541,3673.84,26,4,15,26,Write,5,1.1
3542,3674.98,156,9,26,156,Read,2,13
3543,3676.49,4,1,156,4,Read,9,15.2
3544,3678.17,146,9,4,146,Read,10,14.2
3545,3678.68,195,3,146,195,Read,3,4.9
3546,3680,46,3,195,46,Read,8,14.9
3547,3681.75,160,9,46,160,Write,7,11.4
3548,3682.46,75,10,160,75,Read,8,8.5
3549,3683.69,157,9,75,157,Read,9,8.2
3550,3684.42,64,9,157,64,Read,4,9.3
3551,3685.37,105,4,64,105,Read,2,4.1
3552,3686.77,3,4,105,3,Write,10,10.2
3553,3687.72,33,5,3,33,Read,2,3
3554,3688.37,193,3,33,193,Read,10,16
3555,3688.85,81,5,193,81,Read,1,11.2
3556,3689.5,190,3,81,190,Write,3,10.9
3557,3689.96,116,10,190,116,Read,4,7.4
3558,3690.79,127,1,116,127,Read,1,1.1
3559,3692.53,19,6,127,19,Write,8,10.8
3560,3693.13,57,7,19,57,Read,2,3.8
3561,3693.72,31,6,57,31,Write,1,2.6
3562,3694.21,120,9,31,120,Write,3,8.9
3563,3695.66,31,9,120,31,Write,9,8.9
3564,3697.32,122,4,31,122,Write,4,9.1
3565,3698.83,150,6,122,150,Write,5,2.8
3566,3700.19,47,6,150,47,Write,5,10.3
3567,3701.3,85,3,47,85,Write,7,3.8
3568,3703.08,183,10,85,183,Read,7,9.8
3569,3704.38,90,10,183,90,Read,7,9.3
3570,3705.1,153,2,90,153,Write,10,6.3
3571,3706.3,76,5,153,76,Write,2,7.7
3572,3708.26,167,5,76,167,Write,3,9.1
3573,3709.67,26,9,167,26,Read,3,14.1
3574,3710.82,62,4,26,62,Read,5,3.6
3575,3712.48,98,9,62,98,Write,1,3.6
3576,3714.41,58,7,98,58,Read,2,4
3577,3715.91,142,6,58,142,Write,2,8.4
3578,3717.53,174,1,142,174,Read,8,3.2
3579,3718.43,158,7,174,158,Read,9,1.6
3580,3720.09,54,10,158,54,Write,7,10.4
3581,3720.98,13,5,54,13,Write,6,4.1
3582,3722.61,56,5,13,56,Read,8,4.3
3583,3724.52,19,7,56,19,Write,4,3.7
3584,3726.44,96,6,19,96,Read,1,7.7
3585,3728.3,170,6,96,170,Write,1,7.4
3586,3728.72,74,8,170,74,Read,1,9.6
3587,3729.29,197,8,74,197,Read,9,12.3
3588,3730.49,110,9,197,110,Write,7,8.7
3589,3732.25,126,2,110,126,Write,2,1.6
3590,3733.35,180,4,126,180,Read,5,5.4
3591,3734.51,119,10,180,119,Write,4,6.1
3592,3735.22,47,8,119,47,Read,1,7.2
3593,3735.74,84,5,47,84,Write,8,3.7
3594,3737.29,6,4,84,6,Write,8,7.8
3595,3738.1,155,1,6,155,Write,8,14.9
3596,3738.45,10,3,155,10,Read,8,14.5
3597,3739.8,17,7,10,17,Read,2,0.7
3598,3740.76,139,6,17,139,Write,5,12.2
3599,3742.49,120,7,139,120,Read,4,1.9
3600,3743.99,193,10,120,193,Write,10,7.3
3601,3744.91,142,7,193,142,Read,2,5.1
3602,3745.32,96,7,142,96,Write,5,4.6
3603,3745.56,110,3,96,110,Write,10,1.4
3604,3746.24,131,2,110,131,Read,5,2.1
3605,3747.25,191,7,131,191,Read,4,6
3606,3749.16,189,7,191,189,Write,5,0.2
3607,3749.46,81,10,189,81,Read,1,10.8
3608,3750.41,176,10,81,176,Write,10,9.5
3609,3751.93,80,8,176,80,Read,5,9.6
3610,3753.05,178,10,80,178,Write,4,9.8
3611,3754.53,113,1,178,113,Write,9,6.5
3612,3754.9,1,2,113,1,Read,6,11.2
3613,3755.86,12,3,1,12,Write,7,1.1
3614,3757.64,64,6,12,64,Read,3,5.2
3615,3759.33,18,4,64,18,Read,6,4.6
3616,3760.3,79,8,18,79,Write,10,6.1
3617,3761.46,154,2,79,154,Read,9,7.5
3618,3762.87,123,3,154,123,Read,4,3.1
3619,3763.09,158,8,123,158,Read,8,3.5
3620,3763.28,131,4,158,131,Write,7,2.7
3621,3764.26,188,1,131,188,Read,3,5.7
3622,3766.04,119,2,188,119,Read,8,6.9
3623,3766.72,175,5,119,175,Write,9,5.6
3624,3767.57,169,5,175,169,Read,2,0.6
3625,3768.82,159,9,169,159,Write,1,1
3626,3769.32,189,4,159,189,Read,1,3
3627,3770.56,126,7,189,126,Write,10,6.3
3628,3772.4,127,5,126,127,Write,3,0.1
3629,3773.46,41,3,127,41,Write,3,8.6
3630,3774.95,84,1,41,84,Read,5,4.3
3631,3775.79,63,9,84,63,Read,8,2.1
3632,3777.45,92,8,63,92,Write,2,2.9
3633,3778.5,78,6,92,78,Write,2,1.4
3634,3779.1,165,8,78,165,Read,2,8.7
3635,3779.38,52,8,165,52,Write,10,11.3
3636,3780.89,129,5,52,129,Read,5,7.7
3637,3781.35,124,2,129,124,Write,7,0.5
3638,3782.98,24,5,124,24,Read,5,10
3639,3784.21,28,6,24,28,Write,10,0.4
3640,3784.38,0,9,28,0,Write,4,2.8
3641,3785.77,23,3,0,23,Write,9,2.3
3642,3787.43,105,8,23,105,Read,2,8.2
3643,3789.03,73,3,105,73,Write,2,3.2
3644,3790.85,2,7,73,2,Read,2,7.1
3645,3791.52,25,10,2,25,Read,8,2.3
3646,3792.83,168,1,25,168,Read,6,14.3
3647,3793.18,86,10,168,86,Write,5,8.2
3648,3794.46,9,1,86,9,Read,10,7.7
3649,3795.18,95,3,9,95,Read,5,8.6
3650,3795.9,179,3,95,179,Write,6,8.4
3651,3796.7,175,7,179,175,Write,8,0.4
3652,3798.63,4,7,175,4,Write,5,17.1
3653,3798.74,95,3,4,95,Read,8,9.1
3654,3799.13,136,5,95,136,Read,6,4.1
3655,3800.23,124,2,136,124,Write,5,1.2
